"",Set,Count
2744,"(16, 35)",64
11712,"(11, 43)",64
12372,"(3, 44)",64
2644,"(18, 32)",64
8841,"(25, 40)",64
3872,"(14, 47)",64
5433,"(19, 2)",64
7854,"(14, 43)",64
14783,"(11, 26)",63
1017,"(40, 44)",63
5559,"(23, 8)",63
4012,"(1, 8)",63
3037,"(34, 48)",63
3644,"(35, 9)",63
2691,"(21, 33)",63
120,"(17, 35)",63
6582,"(14, 18)",63
5342,"(12, 5)",63
5340,"(12, 22)",63
4860,"(14, 35)",63
178,"(26, 5)",63
293,"(14, 9)",62
7042,"(22, 29)",62
4277,"(42, 8)",62
8991,"(10, 36)",62
1281,"(11, 49)",62
6504,"(13, 46)",62
687,"(35, 48)",62
8256,"(39, 48)",62
3547,"(19, 44)",62
2203,"(43, 47)",62
3921,"(43, 44)",62
5032,"(10, 20)",62
64,"(19, 49)",62
4679,"(35, 44)",62
856,"(43, 6)",62
519,"(40, 41)",62
678,"(12, 4)",61
6583,"(40, 7)",61
7457,"(10, 43)",61
11486,"(46, 47)",61
1485,"(3, 5)",61
2348,"(19, 26)",61
289,"(1, 9)",61
789,"(10, 18)",60
4724,"(29, 43)",60
9933,"(35, 5)",60
7248,"(28, 42)",60
3965,"(16, 41)",60
5252,"(37, 43)",60
1286,"(44, 49)",60
4583,"(21, 47)",60
846,"(16, 43)",60
5733,"(30, 7)",60
3830,"(29, 41)",60
15793,"(28, 35)",60
3737,"(3, 47)",60
850,"(21, 48)",60
2493,"(2, 41)",59
2444,"(12, 43)",59
3783,"(44, 48)",59
5036,"(3, 30)",59
5119,"(43, 5)",58
118,"(11, 47)",58
3828,"(23, 45)",58
796,"(16, 5)",58
3919,"(42, 43)",58
6461,"(26, 3)",58
1993,"(25, 5)",58
1988,"(13, 4)",58
343,"(19, 30)",58
2143,"(20, 23)",58
4417,"(30, 42)",57
625,"(12, 9)",57
4545,"(11, 8)",57
4143,"(35, 40)",57
4324,"(42, 48)",57
22963,"(29, 40)",57
2843,"(34, 8)",56
11928,"(13, 48)",56
5251,"(30, 43)",56
8177,"(31, 40)",53
10804,"(33, 37)",53
909,"(40, 48)",52
2499,"(23, 43)",50
3504,"(32, 43)",48
8141,"(21, 29, 39)",18
819,"(18, 40, 5)",18
14538,"(1, 28, 38)",18
7044,"(17, 21, 29)",18
6470,"(13, 3, 31)",17
25856,"(10, 11, 24)",17
29990,"(1, 13, 22)",17
11833,"(15, 28, 6)",17
7301,"(20, 22, 4)",17
14257,"(31, 38, 42)",17
3554,"(19, 22, 25)",17
3654,"(21, 24, 27)",16
11341,"(25, 27, 48)",16
2709,"(21, 39, 9)",16
19559,"(19, 24, 41)",16
7126,"(19, 24, 42)",16
9128,"(15, 3, 6)",16
7508,"(11, 34, 36)",16
16449,"(20, 29, 9)",16
14327,"(27, 34, 46)",16
10124,"(11, 2, 9)",16
6088,"(1, 17, 38)",16
5124,"(15, 28, 5)",16
2099,"(13, 15, 22)",16
13410,"(26, 4, 42)",16
8665,"(29, 46, 7)",16
34247,"(22, 30, 6)",15
6708,"(1, 26, 44)",15
15223,"(26, 31, 4)",15
258,"(2, 49, 6)",15
5396,"(12, 17, 42)",15
21933,"(46, 7, 9)",15
16695,"(10, 25, 44)",15
15941,"(21, 32, 7)",15
37753,"(34, 36, 46)",15
10512,"(25, 26, 33)",15
12426,"(32, 49, 5)",15
2704,"(21, 25, 33)",15
13151,"(2, 30, 46)",15
3784,"(14, 2, 22)",15
22965,"(13, 15, 29)",15
13551,"(27, 4, 48)",15
22966,"(13, 15, 37)",15
2608,"(1, 3, 35)",15
30899,"(42, 49, 6)",15
18538,"(10, 13, 38)",15
10323,"(31, 44, 49)",15
3202,"(31, 42, 9)",15
16236,"(26, 39, 46)",15
15626,"(2, 20, 29)",15
8179,"(13, 14, 31)",15
51484,"(13, 22, 37)",15
19323,"(22, 36, 4)",15
12738,"(11, 19, 7)",15
33684,"(16, 29, 4)",15
2361,"(18, 45, 49)",15
48809,"(27, 30, 4)",15
11086,"(2, 38, 40)",15
32091,"(27, 28, 4)",15
13477,"(15, 19, 34)",15
5916,"(29, 5, 9)",15
6100,"(17, 23, 38)",15
4029,"(2, 28, 40)",15
13796,"(18, 27, 40)",15
3980,"(27, 33, 41)",15
29752,"(18, 29, 9)",15
13792,"(13, 23, 40)",15
12415,"(10, 32, 49)",15
9126,"(15, 27, 6)",15
36051,"(17, 18, 40)",15
9640,"(12, 13, 24)",14
9604,"(18, 39, 9)",14
2902,"(21, 39, 5)",14
4467,"(14, 19, 25)",14
4196,"(27, 4, 5)",14
12700,"(1, 26, 32)",14
22964,"(13, 15, 25)",14
13112,"(20, 5, 9)",14
13074,"(17, 34, 40)",14
25447,"(38, 45, 7)",14
22616,"(10, 35, 44)",14
24130,"(34, 4, 5)",14
16801,"(13, 20, 32)",14
56933,"(11, 23, 46)",14
34611,"(21, 26, 41)",14
3844,"(23, 39, 41)",14
15439,"(27, 30, 9)",14
13363,"(11, 15, 34)",14
34867,"(22, 35, 39)",14
4394,"(42, 6, 9)",14
23009,"(28, 3, 38)",14
30946,"(11, 29, 32)",14
15582,"(15, 24, 41)",14
27987,"(13, 22, 29)",14
21098,"(23, 46, 6)",14
24543,"(13, 22, 32)",14
17166,"(2, 43, 48)",14
2172,"(29, 38, 44)",14
24318,"(16, 19, 6)",14
21164,"(18, 34, 45)",14
32668,"(25, 29, 4)",14
25,"(24, 27, 37)",14
3133,"(12, 16, 28)",14
27036,"(15, 29, 35)",14
3371,"(17, 27, 41)",14
364,"(19, 31, 47)",14
15301,"(28, 30, 34)",14
25775,"(11, 12, 34)",14
15911,"(25, 36, 39)",14
9365,"(1, 24, 43)",14
968,"(20, 39, 8)",14
3478,"(27, 46, 9)",14
360,"(19, 28, 8)",14
11050,"(27, 45, 5)",14
43197,"(1, 41, 49)",14
15699,"(2, 41, 46)",14
17722,"(12, 18, 34)",14
1389,"(13, 19, 36)",14
6960,"(1, 11, 46)",14
6873,"(11, 25, 34)",14
2158,"(13, 23, 38)",14
37242,"(29, 32, 4)",14
588,"(18, 35, 36)",14
20571,"(33, 4, 49)",14
10246,"(1, 40, 46)",14
26882,"(38, 46, 7)",14
7712,"(1, 17, 36)",14
17432,"(16, 19, 27)",14
8185,"(13, 31, 40)",14
7822,"(11, 33, 47)",14
18484,"(36, 40, 5)",14
1611,"(11, 32, 33)",14
6101,"(21, 23, 38)",14
7388,"(17, 20, 41)",14
18317,"(35, 43, 46)",14
8648,"(18, 20, 29)",14
36849,"(31, 41, 42)",14
14722,"(13, 41, 8)",14
14543,"(28, 38, 39)",14
17529,"(17, 2, 49)",14
19292,"(25, 27, 4)",14
45078,"(36, 39, 45)",14
21922,"(41, 42, 47)",14
2100,"(13, 15, 38)",14
30297,"(11, 29, 9)",14
7303,"(20, 3, 4)",14
7253,"(1, 14, 28)",14
7947,"(17, 37, 5)",14
3699,"(10, 38, 48)",14
27721,"(22, 37, 48)",14
14219,"(17, 4, 40)",14
19286,"(13, 25, 49)",14
36928,"(17, 36, 4)",14
6469,"(13, 26, 31)",14
9281,"(17, 36, 5)",14
19122,"(20, 36, 4)",14
17586,"(1, 22, 37)",14
20533,"(14, 27, 30)",14
6216,"(17, 32, 34)",14
19526,"(18, 30, 34)",13
11340,"(25, 27, 47)",13
25988,"(15, 25, 4)",13
45675,"(21, 26, 4)",13
6878,"(11, 34, 45)",13
37434,"(21, 32, 9)",13
14500,"(21, 35, 37)",13
14501,"(21, 36, 37)",13
22967,"(13, 25, 37)",13
29003,"(11, 2, 5)",13
254,"(2, 20, 49)",13
34182,"(18, 41, 9)",13
34187,"(20, 24, 41)",13
30655,"(25, 4, 47)",13
13402,"(1, 26, 40)",13
22149,"(17, 22, 25)",13
34766,"(32, 39, 46)",13
244,"(18, 2, 40)",13
4992,"(20, 30, 47)",13
34183,"(19, 20, 24)",13
6350,"(17, 30, 9)",13
25252,"(18, 28, 34)",13
10396,"(2, 23, 9)",13
11165,"(13, 24, 37)",13
6167,"(12, 29, 37)",13
21257,"(1, 16, 29)",13
2310,"(11, 2, 45)",13
5708,"(36, 4, 5)",13
5699,"(1, 36, 5)",13
21290,"(15, 25, 26)",13
10894,"(23, 3, 40)",13
10701,"(16, 38, 47)",13
10899,"(3, 40, 43)",13
424,"(21, 28, 36)",13
6352,"(17, 38, 9)",13
36727,"(16, 33, 48)",13
11342,"(25, 33, 41)",13
6790,"(17, 26, 48)",13
1855,"(18, 22, 38)",13
14425,"(12, 17, 21)",13
13329,"(22, 31, 34)",13
9162,"(13, 24, 9)",13
36896,"(15, 2, 49)",13
16481,"(1, 11, 5)",13
1249,"(27, 3, 33)",13
1339,"(14, 24, 26)",13
16623,"(24, 31, 39)",13
1020,"(1, 17, 40)",13
8765,"(18, 20, 3)",13
18060,"(26, 30, 6)",13
7868,"(34, 4, 44)",13
15833,"(19, 25, 41)",13
17033,"(19, 48, 6)",13
15590,"(24, 25, 41)",13
16931,"(17, 31, 42)",13
763,"(16, 19, 48)",13
17363,"(15, 2, 25)",13
16968,"(28, 30, 37)",13
16354,"(25, 33, 6)",13
16933,"(31, 42, 46)",13
21100,"(32, 46, 6)",13
8274,"(41, 43, 48)",13
18270,"(15, 20, 40)",13
6548,"(15, 35, 44)",13
29814,"(13, 24, 31)",13
13157,"(26, 42, 46)",13
28649,"(20, 35, 36)",13
10514,"(25, 27, 33)",13
22615,"(10, 26, 44)",13
13048,"(24, 40, 8)",13
22720,"(24, 26, 37)",13
11343,"(25, 33, 48)",13
7393,"(20, 34, 6)",13
1179,"(1, 13, 19)",13
9325,"(22, 38, 6)",13
17057,"(2, 38, 5)",13
15869,"(11, 41, 46)",13
27126,"(35, 37, 48)",13
15940,"(21, 32, 42)",13
18027,"(19, 28, 36)",13
10051,"(13, 20, 40)",13
8805,"(13, 19, 40)",13
35911,"(19, 38, 42)",13
811,"(10, 42, 5)",13
13972,"(15, 38, 5)",13
3649,"(16, 24, 27)",13
25161,"(17, 30, 40)",13
11610,"(24, 34, 44)",13
14797,"(24, 38, 42)",13
51822,"(13, 28, 31)",13
26607,"(15, 21, 31)",13
3098,"(14, 23, 44)",13
24129,"(34, 4, 46)",13
18611,"(18, 27, 8)",13
24824,"(17, 26, 8)",13
1551,"(23, 30, 46)",13
32089,"(23, 27, 4)",13
38327,"(3, 40, 46)",13
10166,"(3, 31, 4)",13
18583,"(42, 45, 9)",13
12421,"(15, 32, 5)",13
18818,"(11, 12, 3)",13
7423,"(17, 36, 8)",13
7394,"(20, 41, 6)",13
12776,"(14, 28, 44)",13
24542,"(13, 22, 24)",13
25136,"(13, 25, 28)",13
23291,"(2, 24, 9)",13
27866,"(10, 38, 6)",13
24415,"(14, 28, 3)",13
55355,"(14, 2, 34)",13
19093,"(23, 28, 41)",13
7750,"(28, 38, 43)",13
14642,"(17, 32, 8)",13
3984,"(27, 41, 7)",13
4024,"(17, 2, 40)",13
7136,"(24, 42, 44)",13
33434,"(13, 40, 6)",13
12666,"(28, 34, 46)",13
12670,"(34, 38, 46)",13
12671,"(34, 40, 46)",13
28501,"(1, 16, 21)",13
4109,"(28, 40, 46)",13
23414,"(32, 35, 37)",13
12739,"(11, 42, 46)",13
3741,"(13, 15, 3)",13
7043,"(17, 21, 22)",13
70537,"(13, 31, 37)",13
43358,"(42, 44, 9)",13
5452,"(2, 42, 5)",13
13581,"(19, 27, 28)",13
10665,"(10, 25, 31)",13
27838,"(32, 36, 47)",13
21420,"(17, 20, 9)",13
5402,"(15, 17, 42)",13
5393,"(12, 15, 42)",13
30736,"(29, 35, 6)",13
13510,"(1, 37, 44)",13
6301,"(21, 38, 49)",13
36637,"(1, 29, 35)",13
6212,"(17, 20, 5)",13
20532,"(14, 25, 7)",13
33995,"(45, 46, 48)",13
21230,"(17, 18, 2)",13
36249,"(21, 39, 41)",13
473,"(1, 32, 34)",13
12310,"(25, 30, 39)",13
6302,"(21, 38, 7)",13
13575,"(19, 20, 27)",13
10327,"(31, 49, 5)",13
18948,"(17, 20, 30)",13
6298,"(21, 36, 38)",13
3568,"(22, 36, 44)",13
28284,"(14, 3, 31)",13
24858,"(24, 41, 42)",13
3755,"(16, 47, 7)",13
12455,"(14, 34, 38)",13
18511,"(14, 25, 45)",13
1658,"(16, 29, 36)",13
23874,"(14, 42, 44)",13
7711,"(1, 17, 19)",13
12780,"(15, 28, 44)",13
42863,"(2, 21, 36)",13
46344,"(1, 18, 47)",13
13905,"(3, 32, 6)",13
21451,"(15, 25, 37)",13
26669,"(10, 29, 32)",13
2991,"(1, 13, 37)",13
4954,"(15, 38, 46)",12
22249,"(32, 41, 5)",12
34763,"(10, 39, 46)",12
50951,"(3, 46, 7)",12
22217,"(40, 47, 6)",12
41953,"(16, 24, 3)",12
5055,"(20, 30, 46)",12
22184,"(18, 19, 39)",12
2507,"(2, 23, 33)",12
13375,"(24, 34, 39)",12
867,"(16, 48, 6)",12
2564,"(13, 14, 33)",12
309,"(1, 7, 9)",12
8768,"(18, 3, 6)",12
15510,"(1, 23, 28)",12
43779,"(14, 16, 29)",12
11280,"(34, 36, 47)",12
4736,"(15, 44, 9)",12
8853,"(22, 26, 4)",12
34708,"(10, 24, 30)",12
8740,"(20, 39, 46)",12
11538,"(31, 4, 9)",12
11164,"(12, 37, 8)",12
13260,"(29, 35, 8)",12
25318,"(33, 35, 4)",12
11531,"(10, 4, 9)",12
16349,"(2, 27, 8)",12
23344,"(2, 21, 25)",12
29256,"(21, 22, 26)",12
51576,"(14, 23, 40)",12
16386,"(17, 26, 32)",12
12741,"(11, 46, 7)",12
1085,"(21, 32, 34)",12
9009,"(18, 39, 49)",12
1088,"(21, 34, 37)",12
16418,"(25, 42, 44)",12
2798,"(11, 29, 31)",12
4248,"(35, 42, 43)",12
4105,"(28, 4, 40)",12
22782,"(12, 43, 7)",12
13045,"(18, 24, 8)",12
4960,"(18, 38, 46)",12
4961,"(18, 40, 46)",12
13149,"(2, 26, 46)",12
3380,"(21, 41, 49)",12
4792,"(37, 47, 48)",12
32911,"(13, 22, 48)",12
32092,"(27, 4, 41)",12
16026,"(14, 25, 27)",12
3560,"(21, 22, 25)",12
3137,"(12, 21, 36)",12
966,"(20, 39, 45)",12
3471,"(26, 27, 46)",12
16,"(15, 24, 37)",12
12004,"(1, 17, 34)",12
3276,"(10, 16, 30)",12
18,"(15, 24, 8)",12
12007,"(1, 29, 34)",12
12008,"(17, 21, 34)",12
29354,"(20, 5, 8)",12
3693,"(10, 11, 38)",12
24488,"(21, 22, 3)",12
3368,"(17, 21, 41)",12
4116,"(4, 40, 45)",12
3201,"(29, 42, 9)",12
11941,"(39, 47, 5)",12
32093,"(28, 41, 8)",12
32121,"(19, 40, 6)",12
4827,"(2, 36, 45)",12
28314,"(2, 36, 48)",12
2611,"(1, 34, 41)",12
22490,"(24, 29, 4)",12
13224,"(21, 24, 3)",12
22395,"(29, 4, 9)",12
8772,"(20, 29, 6)",12
4907,"(1, 13, 44)",12
22551,"(15, 32, 34)",12
5082,"(1, 19, 45)",12
4102,"(28, 38, 40)",12
28509,"(21, 26, 32)",12
24757,"(2, 40, 5)",12
24759,"(2, 49, 5)",12
9360,"(1, 16, 36)",12
76,"(12, 36, 42)",12
15969,"(20, 39, 43)",12
3602,"(1, 17, 18)",12
3605,"(1, 17, 7)",12
24168,"(35, 36, 43)",12
9327,"(23, 24, 38)",12
23465,"(12, 21, 27)",12
1449,"(19, 28, 9)",12
4114,"(38, 40, 46)",12
8017,"(16, 17, 21)",12
17988,"(13, 24, 32)",12
7051,"(21, 22, 29)",12
14614,"(14, 42, 49)",12
701,"(30, 35, 4)",12
7418,"(17, 30, 36)",12
18029,"(24, 27, 36)",12
19014,"(13, 28, 49)",12
38605,"(11, 12, 37)",12
14750,"(16, 27, 30)",12
26877,"(13, 38, 45)",12
62491,"(23, 29, 35)",12
18139,"(3, 38, 7)",12
18642,"(18, 27, 34)",12
26906,"(3, 32, 4)",12
8022,"(16, 21, 29)",12
38248,"(16, 2, 37)",12
29010,"(2, 27, 5)",12
10253,"(36, 40, 46)",12
1402,"(21, 24, 36)",12
38715,"(38, 41, 45)",12
7353,"(25, 37, 38)",12
11458,"(12, 38, 48)",12
10204,"(12, 21, 30)",12
30418,"(1, 29, 38)",12
14758,"(27, 30, 38)",12
1650,"(16, 24, 25)",12
7095,"(18, 21, 30)",12
18581,"(40, 42, 9)",12
18918,"(15, 38, 43)",12
37944,"(13, 24, 49)",12
48530,"(23, 36, 6)",12
7641,"(27, 6, 7)",12
1657,"(16, 29, 32)",12
1663,"(24, 29, 32)",12
19321,"(18, 36, 4)",12
7787,"(10, 41, 9)",12
38888,"(2, 34, 49)",12
38531,"(15, 41, 42)",12
18105,"(21, 23, 41)",12
14853,"(13, 16, 20)",12
7638,"(27, 34, 7)",12
1704,"(10, 19, 34)",12
29012,"(21, 27, 5)",12
18541,"(10, 35, 37)",12
26571,"(1, 19, 25)",12
7351,"(25, 28, 37)",12
61893,"(21, 30, 41)",12
30420,"(25, 38, 7)",12
4377,"(2, 36, 6)",12
31718,"(16, 2, 42)",12
4393,"(38, 6, 9)",12
11382,"(27, 29, 32)",12
11378,"(25, 27, 31)",12
16491,"(35, 37, 5)",12
22971,"(13, 37, 40)",12
25226,"(3, 34, 36)",12
8912,"(10, 16, 2)",12
22935,"(20, 24, 43)",12
22838,"(13, 15, 20)",12
9682,"(14, 21, 44)",12
4593,"(1, 22, 47)",12
9686,"(21, 26, 40)",12
25192,"(3, 34, 7)",12
54678,"(46, 7, 8)",12
12856,"(18, 4, 6)",12
64866,"(11, 21, 39)",12
38354,"(16, 23, 24)",12
10083,"(13, 19, 33)",12
29965,"(18, 19, 28)",12
7472,"(19, 28, 43)",12
3195,"(26, 29, 9)",12
18140,"(3, 4, 7)",12
19195,"(25, 33, 35)",12
7083,"(15, 18, 21)",12
14828,"(19, 42, 45)",12
14536,"(1, 27, 38)",12
27696,"(3, 33, 34)",12
18610,"(18, 26, 9)",12
29096,"(12, 13, 16)",12
49028,"(11, 23, 6)",12
18578,"(38, 42, 45)",12
15019,"(17, 24, 46)",12
30329,"(13, 23, 3)",12
7476,"(28, 4, 41)",12
32403,"(11, 20, 5)",12
14685,"(34, 44, 47)",12
14684,"(34, 44, 45)",12
3196,"(26, 31, 42)",12
4392,"(38, 42, 9)",12
9516,"(15, 27, 47)",12
1904,"(2, 39, 46)",12
26300,"(21, 28, 46)",12
14289,"(19, 41, 46)",12
6002,"(26, 28, 39)",12
58495,"(13, 16, 22)",12
484,"(27, 34, 9)",12
41602,"(16, 24, 49)",12
13574,"(19, 20, 22)",12
46829,"(28, 7, 8)",12
9786,"(13, 18, 23)",12
21705,"(24, 44, 8)",12
5401,"(15, 17, 40)",12
9792,"(18, 21, 24)",12
35333,"(24, 29, 5)",12
50634,"(21, 29, 4)",12
9793,"(18, 21, 7)",12
485,"(32, 34, 9)",12
29224,"(13, 25, 3)",12
9798,"(21, 24, 7)",12
5439,"(10, 19, 5)",12
1898,"(2, 31, 4)",12
27781,"(13, 40, 49)",12
21735,"(18, 31, 49)",12
19898,"(25, 30, 35)",12
29873,"(1, 17, 25)",12
26365,"(20, 45, 48)",12
15053,"(20, 29, 30)",12
37484,"(17, 21, 26)",12
17837,"(4, 45, 9)",12
14354,"(10, 2, 28)",12
26306,"(28, 38, 9)",12
26302,"(21, 38, 9)",12
14221,"(28, 4, 8)",12
36871,"(11, 46, 6)",12
26232,"(12, 27, 28)",12
8140,"(21, 23, 7)",12
10511,"(25, 26, 27)",12
17830,"(17, 21, 45)",12
14288,"(19, 41, 42)",12
20197,"(23, 26, 32)",12
37058,"(16, 29, 34)",12
14294,"(22, 41, 46)",12
14296,"(4, 41, 42)",12
5450,"(19, 46, 5)",12
5491,"(27, 33, 35)",12
65509,"(16, 36, 38)",12
5872,"(18, 36, 9)",12
13759,"(28, 5, 6)",12
20990,"(15, 20, 33)",12
13824,"(2, 21, 38)",12
471,"(1, 27, 34)",12
10855,"(2, 45, 5)",12
5783,"(17, 37, 45)",12
13749,"(18, 28, 6)",12
85845,"(14, 28, 4)",12
15329,"(2, 21, 35)",12
21229,"(11, 39, 9)",12
2313,"(11, 40, 45)",12
5561,"(13, 20, 26)",12
5705,"(2, 36, 5)",12
35570,"(20, 33, 6)",12
10773,"(15, 31, 34)",12
21361,"(18, 3, 34)",12
27065,"(2, 3, 33)",12
31092,"(21, 32, 44)",12
12046,"(34, 39, 9)",12
8462,"(12, 30, 38)",12
21066,"(15, 49, 7)",12
43359,"(42, 49, 9)",12
35568,"(19, 20, 6)",12
11017,"(34, 42, 6)",12
28725,"(18, 27, 46)",12
43478,"(24, 28, 6)",12
8661,"(20, 46, 7)",12
34928,"(12, 24, 49)",12
57093,"(11, 23, 5)",12
11051,"(27, 48, 5)",12
8657,"(20, 25, 46)",12
34988,"(2, 21, 39)",12
34989,"(20, 21, 39)",12
5214,"(24, 34, 47)",12
5217,"(24, 4, 8)",12
17028,"(17, 19, 38)",12
5218,"(24, 47, 8)",12
13481,"(19, 34, 43)",12
373,"(30, 31, 47)",12
375,"(30, 47, 8)",12
35492,"(17, 4, 5)",12
31176,"(37, 38, 4)",12
14463,"(17, 24, 27)",12
50519,"(29, 32, 38)",12
19687,"(1, 14, 31)",12
12459,"(14, 40, 42)",12
3752,"(15, 47, 7)",12
11721,"(1, 21, 43)",12
29411,"(28, 33, 4)",12
51976,"(15, 35, 5)",12
12457,"(14, 38, 40)",12
15663,"(30, 33, 46)",12
9279,"(17, 19, 5)",12
23909,"(11, 23, 40)",12
3007,"(17, 37, 42)",12
3002,"(13, 2, 37)",12
10675,"(25, 33, 45)",12
3000,"(13, 17, 37)",12
2989,"(1, 13, 17)",12
16170,"(10, 26, 32)",12
16173,"(14, 28, 32)",12
32037,"(36, 45, 47)",12
8733,"(12, 39, 46)",12
13366,"(11, 24, 39)",12
20727,"(14, 29, 49)",12
6227,"(32, 34, 5)",12
924,"(17, 40, 5)",12
130,"(11, 17, 35)",12
12468,"(38, 40, 42)",12
3878,"(13, 25, 29)",12
12664,"(28, 34, 38)",12
24035,"(13, 36, 37)",12
19689,"(1, 31, 41)",12
11729,"(2, 21, 30)",12
2954,"(31, 45, 49)",12
3922,"(1, 20, 41)",12
3936,"(20, 42, 44)",12
61289,"(21, 30, 39)",12
11639,"(16, 47, 6)",12
12560,"(16, 2, 5)",12
23680,"(28, 3, 32)",12
16278,"(17, 25, 32)",12
24981,"(16, 24, 6)",12
9087,"(2, 47, 6)",12
33433,"(13, 39, 6)",12
4070,"(27, 31, 41)",12
23533,"(27, 30, 34)",12
12623,"(16, 22, 37)",12
12524,"(17, 24, 26)",12
20505,"(38, 43, 8)",12
3971,"(16, 27, 41)",12
2050,"(10, 27, 29)",12
6091,"(1, 23, 38)",12
17430,"(15, 27, 34)",12
20635,"(35, 45, 9)",12
26030,"(24, 4, 45)",12
10705,"(16, 4, 47)",12
10702,"(16, 38, 7)",12
48154,"(27, 3, 30)",12
20565,"(17, 33, 49)",12
20538,"(25, 30, 31)",12
26029,"(22, 4, 45)",12
13896,"(15, 22, 3)",12
20226,"(14, 3, 6)",12
20164,"(18, 31, 42)",12
6792,"(17, 36, 41)",12
19695,"(14, 31, 41)",12
6833,"(10, 38, 44)",12
1853,"(18, 22, 26)",12
14013,"(23, 29, 3)",12
30500,"(35, 36, 46)",12
8104,"(24, 3, 48)",12
49787,"(23, 34, 9)",12
17860,"(21, 24, 37)",12
45981,"(21, 37, 39)",12
6215,"(17, 23, 5)",12
49880,"(11, 3, 34)",12
2155,"(13, 20, 38)",12
6307,"(36, 38, 5)",12
26135,"(14, 17, 46)",12
20338,"(17, 22, 46)",12
6383,"(16, 27, 42)",12
20304,"(11, 12, 23)",12
20236,"(3, 6, 8)",12
6349,"(17, 30, 4)",12
49964,"(15, 42, 9)",12
2169,"(23, 29, 38)",12
15219,"(2, 29, 31)",12
20731,"(20, 29, 49)",12
17725,"(12, 24, 34)",12
6308,"(36, 38, 7)",12
15293,"(14, 30, 34)",12
10700,"(16, 38, 39)",12
41797,"(17, 18, 27)",12
8030,"(21, 29, 38)",11
3100,"(14, 36, 44)",11
19729,"(20, 26, 4)",11
27409,"(11, 16, 2)",11
12183,"(23, 27, 41)",11
32825,"(32, 5, 6)",11
27596,"(20, 39, 5)",11
20435,"(19, 3, 32)",11
3089,"(11, 14, 36)",11
20441,"(3, 31, 32)",11
20444,"(3, 32, 36)",11
17835,"(21, 4, 9)",11
3612,"(17, 18, 29)",11
6261,"(11, 37, 47)",11
20473,"(25, 33, 4)",11
6272,"(37, 41, 47)",11
24133,"(4, 5, 8)",11
9318,"(22, 23, 24)",11
14578,"(2, 32, 39)",11
11820,"(1, 15, 28)",11
18386,"(36, 37, 42)",11
49899,"(4, 41, 48)",11
3616,"(17, 29, 7)",11
12312,"(30, 32, 39)",11
27381,"(18, 33, 34)",11
26087,"(18, 33, 4)",11
68093,"(21, 24, 5)",11
39483,"(18, 42, 9)",11
6210,"(17, 20, 32)",11
6209,"(17, 20, 23)",11
528,"(22, 37, 45)",11
64630,"(21, 23, 3)",11
8273,"(41, 43, 46)",11
805,"(10, 16, 5)",11
3646,"(16, 21, 27)",11
26109,"(10, 22, 30)",11
8019,"(16, 18, 21)",11
28976,"(16, 46, 7)",11
75705,"(46, 48, 7)",11
6476,"(15, 3, 31)",11
20199,"(23, 31, 32)",11
44904,"(11, 34, 6)",11
36902,"(2, 49, 9)",11
30588,"(15, 4, 41)",11
49695,"(38, 39, 48)",11
12154,"(22, 5, 8)",11
17800,"(31, 42, 49)",11
46162,"(37, 42, 6)",11
10126,"(15, 17, 2)",11
30388,"(1, 20, 47)",11
28408,"(15, 27, 30)",11
14328,"(27, 40, 46)",11
8138,"(21, 23, 39)",11
44677,"(2, 21, 8)",11
3506,"(2, 22, 31)",11
49573,"(13, 2, 34)",11
14356,"(10, 23, 28)",11
28434,"(1, 11, 6)",11
10331,"(47, 49, 5)",11
20503,"(38, 42, 8)",11
20336,"(17, 18, 9)",11
28381,"(15, 31, 47)",11
14326,"(27, 34, 40)",11
32700,"(15, 18, 34)",11
1952,"(1, 21, 39)",11
3467,"(16, 27, 9)",11
17791,"(16, 31, 42)",11
6629,"(11, 15, 31)",11
9519,"(15, 4, 6)",11
20163,"(18, 19, 42)",11
32232,"(14, 19, 38)",11
12220,"(10, 17, 38)",11
12109,"(10, 29, 30)",11
32151,"(17, 43, 45)",11
22309,"(13, 21, 29)",11
28917,"(27, 4, 8)",11
22431,"(3, 39, 46)",11
44112,"(16, 24, 37)",11
8769,"(18, 3, 7)",11
15479,"(33, 4, 8)",11
9649,"(13, 23, 24)",11
45620,"(21, 31, 9)",11
31837,"(21, 33, 44)",11
16864,"(31, 33, 5)",11
29586,"(21, 29, 9)",11
11535,"(22, 4, 9)",11
22306,"(12, 25, 29)",11
16832,"(12, 32, 6)",11
13258,"(29, 35, 38)",11
13253,"(21, 29, 35)",11
18855,"(26, 29, 8)",11
2559,"(11, 28, 29)",11
12732,"(11, 13, 19)",11
34496,"(11, 12, 39)",11
2563,"(13, 14, 29)",11
12748,"(19, 46, 7)",11
38270,"(11, 15, 25)",11
9515,"(15, 27, 44)",11
13223,"(18, 7, 9)",11
11192,"(14, 21, 28)",11
27180,"(19, 2, 45)",11
4246,"(3, 35, 43)",11
22492,"(24, 29, 8)",11
9644,"(12, 23, 41)",11
23248,"(13, 21, 6)",11
13195,"(45, 47, 7)",11
13192,"(33, 45, 47)",11
43700,"(13, 33, 36)",11
8778,"(3, 6, 7)",11
25139,"(25, 28, 7)",11
27182,"(42, 45, 5)",11
4947,"(15, 18, 28)",11
23343,"(2, 21, 24)",11
42788,"(23, 30, 4)",11
8267,"(39, 41, 43)",11
14011,"(23, 25, 3)",11
