"",Set,Count
128698,"(19, 20, 27, 29, 3)",1
131933,"(2, 27, 35, 45)",1
131931,"(2, 26, 27, 29, 41, 46)",1
110784,"(12, 2, 29, 35, 38)",1
130851,"(10, 25, 32, 41, 8)",1
130853,"(10, 14, 25, 32, 41, 8)",1
130854,"(10, 13, 21, 7)",1
130855,"(10, 13, 24, 7)",1
130856,"(10, 13, 42, 7)",1
130857,"(10, 21, 24, 7)",1
130858,"(10, 21, 42, 7)",1
130847,"(10, 14, 25, 32, 41)",1
131000,"(2, 38, 39, 49)",1
131001,"(2, 38, 39, 9)",1
131002,"(38, 39, 49, 9)",1
131150,"(14, 28, 32, 7)",1
131151,"(14, 32, 44, 7)",1
131152,"(21, 28, 32, 44)",1
131153,"(21, 28, 32, 7)",1
131154,"(21, 28, 44, 7)",1
131155,"(21, 32, 44, 7)",1
131156,"(28, 32, 44, 7)",1
131157,"(14, 21, 28, 32, 44)",1
131158,"(14, 21, 28, 32, 7)",1
131159,"(14, 21, 28, 44, 7)",1
131160,"(14, 21, 32, 44, 7)",1
130852,"(14, 25, 32, 41, 8)",1
130850,"(10, 14, 32, 41, 8)",1
130882,"(27, 28, 6, 7, 9)",1
130849,"(10, 14, 25, 41, 8)",1
130884,"(11, 13, 14, 19)",1
130885,"(11, 13, 14, 25)",1
130886,"(11, 13, 14, 8)",1
130875,"(27, 28, 6, 9)",1
130833,"(16, 47, 48, 5, 7)",1
130861,"(10, 13, 21, 24, 7)",1
130859,"(10, 24, 42, 7)",1
130835,"(10, 14, 25, 32)",1
130836,"(10, 14, 25, 41)",1
130837,"(10, 14, 25, 8)",1
130838,"(10, 14, 41, 8)",1
130839,"(10, 25, 32, 41)",1
130840,"(10, 25, 32, 8)",1
130841,"(10, 25, 41, 8)",1
130842,"(14, 25, 32, 41)",1
130843,"(14, 25, 32, 8)",1
130844,"(14, 25, 41, 8)",1
130845,"(14, 32, 41, 8)",1
130860,"(13, 24, 42, 7)",1
130846,"(25, 32, 41, 8)",1
130848,"(10, 14, 25, 32, 8)",1
131149,"(14, 28, 32, 44)",1
131161,"(14, 28, 32, 44, 7)",1
131163,"(14, 21, 28, 32, 44, 7)",1
131164,"(14, 2, 20, 38)",1
131147,"(13, 15, 36, 39, 41, 8)",1
131133,"(13, 15, 39, 8)",1
131135,"(13, 36, 41, 8)",1
131136,"(13, 39, 41, 8)",1
131137,"(15, 36, 39, 41)",1
131138,"(15, 36, 41, 8)",1
131139,"(15, 39, 41, 8)",1
131140,"(36, 39, 41, 8)",1
131141,"(13, 15, 36, 39, 41)",1
131142,"(13, 15, 36, 39, 8)",1
131143,"(13, 15, 36, 41, 8)",1
131144,"(13, 15, 39, 41, 8)",1
131145,"(13, 36, 39, 41, 8)",1
131134,"(13, 36, 39, 8)",1
131121,"(19, 3, 32, 9)",1
131175,"(14, 2, 20, 38, 40)",1
131177,"(14, 20, 34, 38, 40)",1
131206,"(25, 29, 30, 35, 39)",1
131207,"(25, 29, 30, 38, 39)",1
131208,"(25, 29, 35, 38, 39)",1
131209,"(25, 30, 35, 38, 39)",1
131132,"(13, 15, 36, 39)",1
131131,"(19, 28, 3, 32, 38, 9)",1
131130,"(28, 3, 32, 38, 9)",1
131162,"(21, 28, 32, 44, 7)",1
131165,"(14, 2, 20, 40)",1
131166,"(14, 2, 34, 38)",1
131167,"(14, 2, 34, 40)",1
131168,"(14, 20, 34, 40)",1
131169,"(2, 20, 34, 38)",1
131170,"(2, 20, 38, 40)",1
131171,"(2, 34, 38, 40)",1
131172,"(20, 34, 38, 40)",1
131173,"(14, 2, 20, 34, 38)",1
131174,"(14, 2, 20, 34, 40)",1
131129,"(19, 3, 32, 38, 9)",1
131148,"(14, 21, 28, 7)",1
131146,"(15, 36, 39, 41, 8)",1
131122,"(19, 32, 38, 9)",1
131123,"(28, 3, 32, 9)",1
131124,"(3, 32, 38, 9)",1
131125,"(19, 28, 3, 32, 38)",1
131126,"(19, 28, 3, 32, 9)",1
131127,"(19, 28, 3, 38, 9)",1
131128,"(19, 28, 32, 38, 9)",1
130883,"(23, 27, 28, 6, 7, 9)",1
130881,"(23, 28, 6, 7, 9)",1
131211,"(25, 29, 30, 35, 38, 39)",1
130808,"(12, 20, 49, 5)",1
130810,"(12, 20, 28, 48, 49)",1
130811,"(12, 20, 28, 48, 5)",1
130812,"(12, 20, 28, 49, 5)",1
130813,"(12, 20, 48, 49, 5)",1
130814,"(20, 28, 48, 49, 5)",1
130815,"(12, 20, 28, 48, 49, 5)",1
130816,"(10, 16, 47, 5)",1
130817,"(10, 16, 48, 5)",1
130806,"(12, 20, 48, 49)",1
130818,"(10, 16, 48, 7)",1
130820,"(10, 47, 48, 5)",1
130821,"(10, 47, 48, 7)",1
130822,"(10, 47, 5, 7)",1
130823,"(10, 48, 5, 7)",1
130824,"(16, 47, 48, 5)",1
130825,"(16, 47, 48, 7)",1
130826,"(16, 47, 5, 7)",1
130827,"(16, 48, 5, 7)",1
130828,"(10, 16, 47, 48, 5)",1
130829,"(10, 16, 47, 48, 7)",1
130830,"(10, 16, 47, 5, 7)",1
130809,"(20, 28, 48, 49)",1
130807,"(12, 20, 48, 5)",1
130880,"(23, 27, 6, 7, 9)",1
130887,"(11, 13, 19, 25)",1
130952,"(14, 15, 34, 36, 40)",1
130953,"(10, 14, 15, 34, 36, 40)",1
130954,"(14, 17, 22, 37)",1
130955,"(14, 17, 22, 49)",1
130956,"(14, 17, 22, 9)",1
130971,"(14, 22, 37, 49, 9)",1
130957,"(14, 17, 37, 49)",1
130959,"(14, 17, 49, 9)",1
130960,"(14, 22, 37, 49)",1
130961,"(14, 22, 49, 9)",1
130962,"(14, 37, 49, 9)",1
130963,"(17, 22, 37, 49)",1
130964,"(17, 22, 49, 9)",1
130965,"(17, 37, 49, 9)",1
130966,"(22, 37, 49, 9)",1
130967,"(14, 17, 22, 37, 49)",1
130968,"(14, 17, 22, 37, 9)",1
130969,"(14, 17, 22, 49, 9)",1
130958,"(14, 17, 37, 9)",1
130889,"(13, 14, 19, 25)",1
130888,"(11, 14, 19, 8)",1
130819,"(10, 16, 5, 7)",1
130831,"(10, 16, 48, 5, 7)",1
130805,"(12, 20, 28, 5)",1
130803,"(12, 20, 28, 48)",1
130791,"(12, 2, 37, 6)",1
130999,"(16, 38, 49, 9)",1
130832,"(10, 47, 48, 5, 7)",1
130834,"(10, 16, 47, 48, 5, 7)",1
130863,"(10, 13, 24, 42, 7)",1
130864,"(10, 21, 24, 42, 7)",1
130865,"(13, 21, 24, 42, 7)",1
130866,"(10, 13, 21, 24, 42, 7)",1
130867,"(23, 27, 28, 6)",1
130868,"(23, 27, 28, 7)",1
130869,"(23, 27, 6, 9)",1
130870,"(23, 28, 6, 7)",1
130871,"(23, 28, 6, 9)",1
130872,"(23, 28, 7, 9)",1
130873,"(23, 6, 7, 9)",1
130862,"(10, 13, 21, 42, 7)",1
130874,"(27, 28, 6, 7)",1
130876,"(27, 28, 7, 9)",1
130877,"(23, 27, 28, 6, 7)",1
130878,"(23, 27, 28, 6, 9)",1
130879,"(23, 27, 28, 7, 9)",1
130802,"(12, 15, 2, 36, 37, 6)",1
130801,"(15, 2, 36, 37, 6)",1
130800,"(12, 2, 36, 37, 6)",1
130787,"(12, 15, 36, 6)",1
130778,"(2, 24, 29, 3, 9)",1
130779,"(2, 24, 29, 7, 9)",1
130780,"(2, 24, 3, 7, 9)",1
130781,"(2, 29, 3, 7, 9)",1
130782,"(24, 29, 3, 7, 9)",1
130783,"(2, 24, 29, 3, 7, 9)",1
130784,"(12, 15, 2, 36)",1
130785,"(12, 15, 2, 37)",1
130786,"(12, 15, 2, 6)",1
130788,"(12, 15, 37, 6)",1
130799,"(12, 15, 36, 37, 6)",1
130804,"(12, 20, 28, 49)",1
130789,"(12, 2, 36, 37)",1
130792,"(12, 36, 37, 6)",1
130793,"(15, 2, 37, 6)",1
130794,"(15, 36, 37, 6)",1
130795,"(2, 36, 37, 6)",1
130796,"(12, 15, 2, 36, 37)",1
130797,"(12, 15, 2, 36, 6)",1
130798,"(12, 15, 2, 37, 6)",1
131210,"(29, 30, 35, 38, 39)",1
131212,"(24, 29, 3, 34)",1
130950,"(10, 14, 34, 36, 40)",1
131112,"(15, 18, 22, 31, 49)",1
131114,"(15, 18, 31, 34, 49)",1
131115,"(15, 22, 31, 34, 49)",1
131116,"(18, 22, 31, 34, 49)",1
131117,"(15, 18, 22, 31, 34, 49)",1
131106,"(18, 22, 31, 34)",1
131057,"(1, 21, 24, 37, 39)",1
131090,"(19, 21, 26, 5)",1
131088,"(16, 26, 32, 5)",1
131059,"(1, 24, 34, 37, 39)",1
131060,"(21, 24, 34, 37, 39)",1
131061,"(1, 21, 24, 34, 37, 39)",1
131062,"(11, 26, 39)",1
131063,"(11, 14, 16, 26)",1
131064,"(11, 14, 16, 39)",1
131065,"(11, 14, 24, 26)",1
131066,"(11, 14, 26, 39)",1
131068,"(11, 16, 26, 39)",1
131069,"(11, 24, 26, 39)",1
131070,"(14, 16, 24, 39)",1
131089,"(19, 21, 26, 32)",1
131071,"(14, 16, 26, 39)",1
131113,"(15, 18, 22, 34, 49)",1
131111,"(15, 18, 22, 31, 34)",1
131024,"(10, 24, 30, 34, 46)",1
131110,"(22, 31, 34, 49)",1
131026,"(10, 20, 24, 30, 34, 46)",1
131015,"(10, 30, 34, 46)",1
131119,"(19, 28, 3, 38)",1
131056,"(1, 21, 24, 34, 39)",1
131058,"(1, 21, 34, 37, 39)",1
131093,"(21, 26, 32, 5)",1
131094,"(16, 19, 21, 26, 32)",1
131095,"(16, 19, 21, 26, 5)",1
131097,"(16, 19, 26, 32, 5)",1
131098,"(16, 21, 26, 32, 5)",1
131099,"(19, 21, 26, 32, 5)",1
131100,"(16, 19, 21, 26, 32, 5)",1
131101,"(15, 18, 22, 31)",1
131102,"(15, 18, 22, 34)",1
131103,"(15, 18, 22, 49)",1
131104,"(15, 18, 34, 49)",1
131092,"(19, 26, 32, 5)",1
131105,"(15, 31, 34, 49)",1
131107,"(18, 22, 31, 49)",1
131108,"(18, 22, 34, 49)",1
131109,"(18, 31, 34, 49)",1
131073,"(16, 24, 26, 39)",1
131074,"(11, 14, 16, 24, 26)",1
131075,"(11, 14, 16, 24, 39)",1
131076,"(11, 14, 16, 26, 39)",1
130479,"(26, 42, 44, 5)",1
130480,"(21, 24, 26, 42, 44)",1
130481,"(21, 24, 26, 42, 5)",1
130482,"(21, 24, 26, 44, 5)",1
130483,"(21, 24, 42, 44, 5)",1
130484,"(21, 26, 42, 44, 5)",1
130485,"(24, 26, 42, 44, 5)",1
130486,"(21, 24, 26, 42, 44, 5)",1
130487,"(2, 24, 37, 38)",1
130488,"(2, 24, 37, 6)",1
130465,"(20, 23, 29, 43, 7)",1
130464,"(20, 23, 25, 43, 7)",1
130463,"(20, 23, 25, 29, 7)",1
130462,"(20, 23, 25, 29, 43)",1
130437,"(19, 30, 34, 40, 42, 47)",1
130439,"(1, 16, 2, 36)",1
130440,"(1, 16, 2, 48)",1
130441,"(1, 17, 2, 36)",1
130442,"(1, 17, 2, 48)",1
130443,"(1, 2, 36, 48)",1
130444,"(16, 17, 2, 36)",1
130478,"(24, 42, 44, 5)",1
130477,"(24, 26, 44, 5)",1
130476,"(24, 26, 42, 5)",1
130776,"(29, 3, 7, 9)",1
131077,"(11, 14, 24, 26, 39)",1
131078,"(11, 16, 24, 26, 39)",1
131079,"(14, 16, 24, 26, 39)",1
131080,"(11, 14, 16, 24, 26, 39)",1
131081,"(16, 19, 21, 26)",1
131084,"(16, 19, 26, 32)",1
131085,"(16, 19, 26, 5)",1
131072,"(14, 24, 26, 39)",1
131230,"(20, 27, 28, 49)",1
130774,"(24, 29, 3, 9)",1
130475,"(24, 26, 42, 44)",1
130466,"(20, 25, 29, 43, 7)",1
130467,"(23, 25, 29, 43, 7)",1
130468,"(20, 23, 25, 29, 43, 7)",1
130469,"(21, 24, 26, 42)",1
130470,"(21, 24, 26, 5)",1
130471,"(21, 24, 42, 5)",1
130472,"(21, 24, 44, 5)",1
130473,"(21, 26, 42, 44)",1
130474,"(21, 26, 42, 5)",1
131025,"(20, 24, 30, 34, 46)",1
131023,"(10, 20, 30, 34, 46)",1
131213,"(24, 29, 3, 36)",1
131181,"(10, 30, 33, 4)",1
131183,"(10, 30, 35, 4)",1
131184,"(10, 30, 35, 46)",1
131185,"(10, 30, 4, 46)",1
131186,"(10, 33, 35, 4)",1
131187,"(10, 33, 35, 46)",1
131188,"(10, 33, 4, 46)",1
131203,"(29, 30, 35, 39)",1
131189,"(10, 35, 4, 46)",1
131191,"(10, 30, 33, 35, 4)",1
131192,"(10, 30, 33, 35, 46)",1
131193,"(10, 30, 33, 4, 46)",1
131194,"(10, 30, 35, 4, 46)",1
131195,"(10, 33, 35, 4, 46)",1
131196,"(30, 33, 35, 4, 46)",1
131197,"(10, 30, 33, 35, 4, 46)",1
131198,"(25, 29, 30, 35)",1
131199,"(25, 29, 35, 38)",1
131200,"(25, 29, 38, 39)",1
131201,"(25, 30, 35, 38)",1
131190,"(33, 35, 4, 46)",1
130777,"(2, 24, 29, 3, 7)",1
131182,"(10, 30, 33, 46)",1
131180,"(10, 30, 33, 35)",1
131022,"(10, 20, 24, 34, 46)",1
131179,"(14, 2, 20, 34, 38, 40)",1
131214,"(24, 29, 34, 45)",1
131215,"(24, 3, 34, 45)",1
131216,"(24, 3, 36, 45)",1
131205,"(25, 29, 30, 35, 38)",1
131217,"(24, 34, 36, 45)",1
131219,"(29, 3, 34, 45)",1
131220,"(29, 34, 36, 45)",1
131221,"(24, 29, 3, 34, 36)",1
131222,"(24, 29, 3, 34, 45)",1
131223,"(24, 29, 3, 36, 45)",1
131224,"(24, 29, 34, 36, 45)",1
131225,"(24, 3, 34, 36, 45)",1
131226,"(29, 3, 34, 36, 45)",1
131227,"(24, 29, 3, 34, 36, 45)",1
131228,"(20, 27, 28, 38)",1
131229,"(20, 27, 28, 41)",1
131218,"(29, 3, 34, 36)",1
131176,"(14, 2, 34, 38, 40)",1
131204,"(30, 35, 38, 39)",1
131202,"(25, 30, 35, 39)",1
131178,"(2, 20, 34, 38, 40)",1
131120,"(19, 28, 38, 9)",1
131118,"(19, 28, 3, 32)",1
131031,"(1, 22, 39, 4)",1
131032,"(1, 22, 39, 43)",1
131029,"(1, 17, 39, 43)",1
131027,"(1, 17, 22, 39)",1
131003,"(16, 2, 38, 39, 49)",1
131004,"(16, 2, 38, 39, 9)",1
131005,"(16, 2, 38, 49, 9)",1
131006,"(16, 2, 39, 49, 9)",1
131007,"(16, 38, 39, 49, 9)",1
131008,"(2, 38, 39, 49, 9)",1
131009,"(16, 2, 38, 39, 49, 9)",1
131010,"(10, 20, 24, 30)",1
131011,"(10, 20, 24, 34)",1
131012,"(10, 20, 24, 46)",1
131013,"(10, 20, 34, 46)",1
131028,"(1, 17, 22, 4)",1
131014,"(10, 24, 30, 46)",1
131016,"(20, 24, 30, 46)",1
131017,"(20, 24, 34, 46)",1
131018,"(20, 30, 34, 46)",1
131019,"(24, 30, 34, 46)",1
131020,"(10, 20, 24, 30, 34)",1
131021,"(10, 20, 24, 30, 46)",1
131055,"(1, 21, 24, 34, 37)",1
131043,"(17, 22, 39, 4, 43)",1
131054,"(24, 34, 37, 39)",1
131030,"(1, 17, 4, 43)",1
131033,"(1, 22, 4, 43)",1
131034,"(1, 39, 4, 43)",1
131035,"(17, 22, 39, 43)",1
131036,"(17, 22, 4, 43)",1
131037,"(17, 39, 4, 43)",1
131038,"(1, 17, 22, 39, 4)",1
131039,"(1, 17, 22, 39, 43)",1
131040,"(1, 17, 22, 4, 43)",1
131041,"(1, 17, 39, 4, 43)",1
131042,"(1, 22, 39, 4, 43)",1
131053,"(21, 24, 37, 39)",1
131044,"(1, 17, 22, 39, 4, 43)",1
131045,"(1, 21, 24, 34)",1
131046,"(1, 21, 24, 37)",1
131047,"(1, 21, 34, 37)",1
131048,"(1, 21, 34, 39)",1
131049,"(1, 21, 37, 39)",1
131050,"(1, 24, 34, 37)",1
131051,"(1, 34, 37, 39)",1
131052,"(21, 24, 34, 39)",1
130951,"(10, 15, 34, 36, 40)",1
130949,"(10, 14, 15, 36, 40)",1
131930,"(26, 27, 29, 41, 46)",1
111168,"(17, 20, 37, 9)",1
111156,"(26, 40, 7, 8)",1
111157,"(38, 40, 7, 8)",1
111158,"(14, 26, 38, 40, 7)",1
111159,"(14, 26, 38, 40, 8)",1
111160,"(14, 26, 38, 7, 8)",1
111161,"(14, 26, 40, 7, 8)",1
111162,"(14, 38, 40, 7, 8)",1
111163,"(26, 38, 40, 7, 8)",1
111164,"(14, 26, 38, 40, 7, 8)",1
111165,"(17, 20, 3, 7)",1
111166,"(17, 20, 3, 9)",1
111154,"(26, 38, 40, 8)",1
111140,"(10, 15, 30, 5, 6)",1
111197,"(15, 25, 26, 29, 43)",1
111199,"(15, 25, 29, 32, 43)",1
111228,"(13, 20, 46, 49)",1
111229,"(13, 25, 37, 46)",1
111230,"(13, 25, 37, 49)",1
111231,"(13, 37, 46, 49)",1
111232,"(20, 25, 37, 46)",1
111233,"(20, 25, 37, 49)",1
111153,"(26, 38, 40, 7)",1
111152,"(14, 40, 7, 8)",1
111185,"(15, 25, 26, 32)",1
111151,"(14, 38, 7, 8)",1
111188,"(15, 26, 29, 32)",1
111189,"(15, 26, 29, 43)",1
111190,"(15, 26, 32, 43)",1
111191,"(15, 29, 32, 43)",1
111192,"(25, 26, 29, 32)",1
111193,"(25, 26, 32, 43)",1
111194,"(25, 29, 32, 43)",1
111195,"(26, 29, 32, 43)",1
111183,"(17, 20, 3, 37, 7, 9)",1
111196,"(15, 25, 26, 29, 32)",1
111169,"(17, 3, 37, 7)",1
111167,"(17, 20, 37, 7)",1
111141,"(10, 15, 35, 5, 6)",1
111142,"(10, 30, 35, 5, 6)",1
111143,"(15, 30, 35, 5, 6)",1
111144,"(10, 15, 30, 35, 5, 6)",1
111145,"(14, 26, 38, 40)",1
111146,"(14, 26, 38, 8)",1
111148,"(14, 26, 7, 8)",1
111149,"(14, 38, 40, 7)",1
111150,"(14, 38, 40, 8)",1
111234,"(20, 25, 46, 49)",1
111235,"(20, 37, 46, 49)",1
111236,"(25, 37, 46, 49)",1
111237,"(13, 20, 25, 37, 46)",1
111206,"(19, 3, 46, 48)",1
111207,"(19, 3, 46, 7)",1
111208,"(19, 39, 46, 48)",1
111209,"(19, 39, 46, 7)",1
111210,"(19, 39, 48, 7)",1
111225,"(13, 20, 25, 46)",1
111211,"(19, 46, 48, 7)",1
111213,"(3, 39, 46, 7)",1
111214,"(3, 46, 48, 7)",1
111215,"(39, 46, 48, 7)",1
111216,"(19, 3, 39, 46, 48)",1
111217,"(19, 3, 39, 46, 7)",1
111218,"(19, 3, 39, 48, 7)",1
111219,"(19, 3, 46, 48, 7)",1
111220,"(19, 39, 46, 48, 7)",1
111221,"(3, 39, 46, 48, 7)",1
111222,"(19, 3, 39, 46, 48, 7)",1
111223,"(20, 46, 49)",1
111212,"(3, 39, 46, 48)",1
111021,"(2, 20, 23, 48)",1
111139,"(10, 15, 30, 35, 6)",1
111205,"(19, 3, 39, 7)",1
111204,"(19, 3, 39, 48)",1
111203,"(19, 3, 39, 46)",1
111247,"(2, 20, 37, 38)",1
111238,"(13, 20, 25, 37, 49)",1
111227,"(13, 20, 37, 49)",1
111239,"(13, 20, 25, 46, 49)",1
111241,"(13, 25, 37, 46, 49)",1
111242,"(20, 25, 37, 46, 49)",1
111243,"(13, 20, 25, 37, 46, 49)",1
111244,"(2, 20, 35, 37)",1
111245,"(2, 20, 35, 38)",1
111246,"(2, 20, 35, 46)",1
111249,"(2, 20, 38, 46)",1
111202,"(15, 25, 26, 29, 32, 43)",1
111250,"(2, 35, 37, 38)",1
111251,"(2, 35, 37, 46)",1
111253,"(20, 35, 37, 38)",1
111240,"(13, 20, 37, 46, 49)",1
111198,"(15, 25, 26, 32, 43)",1
111226,"(13, 20, 37, 46)",1
111224,"(13, 20, 25, 37)",1
111200,"(15, 26, 29, 32, 43)",1
111201,"(25, 26, 29, 32, 43)",1
111186,"(15, 25, 29, 32)",1
111184,"(15, 25, 26, 29)",1
111053,"(12, 32, 39, 44, 46, 5)",1
110798,"(12, 16, 37, 8)",1
110841,"(12, 17, 19, 21)",1
110844,"(12, 18, 19, 21)",1
110876,"(10, 2, 29, 33, 7)",1
110877,"(18, 2, 29, 33, 7)",1
110878,"(10, 18, 2, 29, 33, 7)",1
110880,"(26, 27, 34, 4)",1
110881,"(26, 27, 34, 5)",1
110882,"(26, 27, 4, 5)",1
110883,"(26, 30, 34, 4)",1
110884,"(26, 30, 4, 5)",1
110885,"(26, 34, 4, 5)",1
110887,"(27, 30, 4, 5)",1
110888,"(30, 34, 4, 5)",1
110875,"(10, 18, 29, 33, 7)",1
110889,"(26, 27, 30, 34, 4)",1
110891,"(26, 27, 30, 4, 5)",1
110892,"(26, 27, 34, 4, 5)",1
110893,"(26, 30, 34, 4, 5)",1
110894,"(27, 30, 34, 4, 5)",1
110895,"(26, 27, 30, 34, 4, 5)",1
110896,"(1, 15, 17, 19)",1
110903,"(15, 17, 19, 32)",1
110810,"(19, 2, 43, 6)",1
111182,"(20, 3, 37, 7, 9)",1
110809,"(19, 2, 28, 6)",1
110785,"(12, 2, 32, 35, 38)",1
110786,"(12, 29, 32, 35, 38)",1
110787,"(2, 29, 32, 35, 38)",1
110788,"(12, 2, 29, 32, 35, 38)",1
110789,"(1, 12, 16, 22)",1
110790,"(1, 12, 22, 37)",1
110793,"(1, 16, 22, 8)",1
110794,"(1, 16, 37, 8)",1
110795,"(1, 22, 37, 8)",1
110796,"(12, 16, 22, 37)",1
110812,"(19, 28, 49, 6)",1
110797,"(12, 16, 22, 8)",1
110799,"(1, 12, 16, 22, 37)",1
110800,"(1, 12, 16, 22, 8)",1
110801,"(1, 12, 16, 37, 8)",1
110802,"(1, 12, 22, 37, 8)",1
110803,"(1, 16, 22, 37, 8)",1
110804,"(12, 16, 22, 37, 8)",1
110805,"(1, 12, 16, 22, 37, 8)",1
110807,"(19, 2, 28, 43)",1
110808,"(19, 2, 28, 49)",1
110897,"(1, 15, 17, 25)",1
110898,"(1, 15, 17, 32)",1
110899,"(1, 15, 19, 32)",1
110900,"(1, 17, 19, 32)",1
110866,"(10, 2, 33, 7)",1
110867,"(10, 29, 33, 7)",1
110868,"(18, 2, 29, 33)",1
110870,"(18, 2, 33, 7)",1
110871,"(2, 29, 33, 7)",1
110857,"(2, 33, 7)",1
110782,"(12, 2, 29, 32, 35)",1
111020,"(2, 20, 23, 45)",1
111023,"(2, 23, 26, 45)",1
111171,"(17, 37, 7, 9)",1
111172,"(20, 3, 37, 7)",1
111173,"(20, 3, 37, 9)",1
111174,"(20, 3, 7, 9)",1
111175,"(20, 37, 7, 9)",1
111176,"(3, 37, 7, 9)",1
111177,"(17, 20, 3, 37, 7)",1
111178,"(17, 20, 3, 37, 9)",1
111179,"(17, 20, 3, 7, 9)",1
111180,"(17, 20, 37, 7, 9)",1
111181,"(17, 3, 37, 7, 9)",1
111170,"(17, 3, 37, 9)",1
110865,"(10, 2, 29, 7)",1
110864,"(10, 2, 29, 33)",1
110862,"(10, 18, 29, 7)",1
110849,"(17, 18, 21, 28)",1
110901,"(1, 17, 25, 32)",1
110890,"(26, 27, 30, 34, 5)",1
110842,"(12, 17, 19, 28)",1
110874,"(10, 18, 2, 33, 7)",1
110872,"(10, 18, 2, 29, 33)",1
110845,"(12, 18, 19, 28)",1
110846,"(12, 18, 21, 28)",1
110847,"(12, 19, 21, 28)",1
110848,"(17, 18, 19, 21)",1
110850,"(12, 17, 18, 19, 21)",1
110860,"(10, 18, 2, 7)",1
110851,"(12, 17, 18, 19, 28)",1
110852,"(12, 17, 18, 21, 28)",1
110853,"(12, 17, 19, 21, 28)",1
110854,"(12, 18, 19, 21, 28)",1
110855,"(17, 18, 19, 21, 28)",1
110873,"(10, 18, 2, 29, 7)",1
110856,"(12, 17, 18, 19, 21, 28)",1
110858,"(10, 18, 2, 29)",1
110859,"(10, 18, 2, 33)",1
111137,"(30, 35, 5, 6)",1
111054,"(1, 20, 23, 24)",1
130948,"(10, 14, 15, 34, 40)",1
130932,"(33, 42, 47, 49, 7)",1
130934,"(10, 14, 15, 36)",1
130935,"(10, 14, 15, 40)",1
130936,"(10, 14, 34, 36)",1
130937,"(10, 14, 34, 40)",1
130938,"(10, 14, 36, 40)",1
130939,"(10, 15, 34, 36)",1
130940,"(10, 15, 34, 40)",1
130941,"(10, 15, 36, 40)",1
130918,"(19, 33, 47, 49)",1
130917,"(19, 33, 42, 7)",1
130916,"(10, 19, 44, 47, 7, 9)",1
130915,"(19, 44, 47, 7, 9)",1
130891,"(13, 14, 25, 8)",1
130892,"(13, 19, 25, 8)",1
130893,"(11, 13, 14, 19, 25)",1
130894,"(11, 13, 14, 19, 8)",1
130895,"(11, 13, 14, 25, 8)",1
130896,"(11, 13, 19, 25, 8)",1
130897,"(11, 14, 19, 25, 8)",1
130898,"(13, 14, 19, 25, 8)",1
130899,"(11, 13, 14, 19, 25, 8)",1
130933,"(19, 33, 42, 47, 49, 7)",1
130931,"(19, 42, 47, 49, 7)",1
111098,"(17, 26, 37, 44)",1
130930,"(19, 33, 47, 49, 7)",1
111100,"(23, 25, 37, 44)",1
111101,"(23, 26, 37, 44)",1
111102,"(25, 26, 37, 44)",1
111103,"(17, 23, 25, 26, 37)",1
111104,"(17, 23, 25, 26, 44)",1
111105,"(17, 23, 25, 37, 44)",1
111094,"(17, 23, 37, 44)",1
121123,"(23, 39, 41, 45, 7)",1
121124,"(2, 23, 39, 41, 45, 7)",1
121126,"(1, 11, 20, 34)",1
130919,"(19, 33, 49, 7)",1
130920,"(19, 42, 47, 49)",1
130921,"(19, 47, 49, 7)",1
130922,"(33, 42, 47, 49)",1
130923,"(33, 42, 47, 7)",1
130924,"(33, 42, 49, 7)",1
130925,"(33, 47, 49, 7)",1
130926,"(42, 47, 49, 7)",1
130927,"(19, 33, 42, 47, 49)",1
130928,"(19, 33, 42, 47, 7)",1
130929,"(19, 33, 42, 49, 7)",1
130900,"(10, 19, 44, 9)",1
130901,"(10, 19, 47, 7)",1
130942,"(10, 34, 36, 40)",1
130902,"(10, 19, 47, 9)",1
130983,"(12, 13, 33, 48)",1
130984,"(12, 13, 42, 48)",1
130973,"(14, 17, 22, 37, 49, 9)",1
130985,"(12, 33, 42, 48)",1
130987,"(1, 12, 13, 33, 42)",1
130988,"(1, 12, 13, 33, 48)",1
130989,"(1, 12, 13, 42, 48)",1
130990,"(1, 12, 33, 42, 48)",1
130991,"(1, 13, 33, 42, 48)",1
130992,"(12, 13, 33, 42, 48)",1
130993,"(1, 12, 13, 33, 42, 48)",1
130994,"(16, 2, 38, 49)",1
130995,"(16, 2, 38, 9)",1
130997,"(16, 2, 49, 9)",1
130998,"(16, 38, 39, 49)",1
130986,"(13, 33, 42, 48)",1
130890,"(13, 14, 19, 8)",1
130972,"(17, 22, 37, 49, 9)",1
130970,"(14, 17, 37, 49, 9)",1
130946,"(15, 34, 36, 40)",1
130947,"(10, 14, 15, 34, 36)",1
130982,"(12, 13, 33, 42)",1
130981,"(1, 33, 42, 48)",1
130980,"(1, 13, 42, 48)",1
130913,"(10, 19, 47, 7, 9)",1
130904,"(10, 44, 47, 7)",1
130905,"(10, 47, 7, 9)",1
130906,"(19, 44, 47, 7)",1
130907,"(19, 44, 47, 9)",1
130908,"(19, 44, 7, 9)",1
130909,"(19, 47, 7, 9)",1
130910,"(10, 19, 44, 47, 7)",1
130911,"(10, 19, 44, 47, 9)",1
130912,"(10, 19, 44, 7, 9)",1
130914,"(10, 44, 47, 7, 9)",1
